universities_id,universities_name
438424.0,UE (AE) Wrocław
438302.0,Тальнівський будівельно - економічний коледж
437038.0,Cambridge University
436679.0,Я хз
436580.0,Universität Osnabrück
436043.0,Академия им.Валуева
436019.0,soxumskii
435782.0,Харьковский институт Национальной гвардии Украины
435340.0,Томь-усинский горноэнерготранспортный коледж
435328.0,Finanzgruppe Hochschule
435241.0,University of the Punjab
435058.0,пту 6
434838.0,"гпл,56"
434746.0,Ecole Nationale Superieure d'Architecture de Marseille 
434698.0,Новокаховское професиональное училище
434642.0,WSPA Lublin
434639.0,---
434559.0,CM im. Ludwika Rydygiera UMK Toruń (oddział) Bydgoszcz 
433523.0,...освобождена досрочно...
433236.0,ЧДКТ
432719.0,Машиностроительный техникум
432709.0,Государственный Университет им. Дэвида Блейна
432699.0,Université Paul Valéry  Montpellier III
432693.0,Lyon II - Université Lumière
432676.0,Université Charles de Gaulle  Lille III
432660.0,Université des Sciences et technologie de Lille  Lille I
432597.0,Université d'Avignon et des pays du Vaucluse
432591.0,Институт распиздяев
432204.0,КЧГУ им. У. Д. Алиева (бывш. КЧГПУ)
432061.0,в школе учусь
431736.0,FH Aachen
431266.0,Ecole généraliste d’ingénieurs 
431007.0,Ивановский индустриальный техникум
430920.0,МГУТУ
430892.0,KiHo Wuppertal
430597.0,of Queens and Kings
430564.0,UE
430419.0,ХАРЬКОВ МНС
430300.0,University of Karlsruhe
430229.0,КГМУ им.Георгиевского
430146.0,ооооо
430001.0,Collège universitaire artistiqe
429961.0,Высший Исламский университет
429817.0,Alanus Hochschule
429552.0,Cambridg
429528.0,Uni Paderborn
429432.0,ППЛ-43
429146.0,бсш2
428982.0,Коледж им.Сая
428803.0,ЮУПК
428738.0,АПБ
428585.0,не учусь я в вузе
428583.0,FH Kiel
428203.0,Hogwarts School of Witchcraft and Wizardry
427982.0,11-Б
427753.0,ИжГТУ
427698.0,КЮА Фемида (КФ)
427612.0,ТИ Еммануил
427591.0,СИУС
427372.0,Робота
427223.0,По подготовке пролетариата
427006.0,НЮАУ им. Ярослава Мудрого
426994.0,Усманский Педагогический колледж
426758.0,шк. 1 п.Сосновец
426431.0,ЧФ РИС КСУ
426419.0,ЛРИГУ НАГУ при Президенте Украины
426406.0,ОИБиУ
426317.0,Никакой
426309.0,СПЛ
426253.0,Машиностроительный колледж
426008.0,Неизвестный
425987.0,КАСК
425910.0,КтММ
425870.0,ПМСК
425846.0,УГХТУ
425746.0,КТК
425390.0,北京大学 (Peking University)
425101.0,"Институт ""алениводства им. Бэмби"
425079.0,КСУ
424834.0,Глазовский государственный педагогический институт им. В.Г. Короленко
424649.0,Дружбы народов им Пол Пота
424141.0,Магнитогорский Государственны Технический Университет им. Г. И. Носова
424124.0,ТОГУ
424066.0,★
423723.0,РГОТУПС (представительство)
422518.0,German University In Cairo
422217.0,МБИ (представительство)
421713.0,Профессиональный лицей № 39
421658.0,колледж им.Ж.Мусы
421020.0,Академия Боевых Пингвинов
420931.0,Житомирский Государственный педагогический университет
420285.0,впу-34
420284.0,Хабаровский институт физкультуры
420012.0,Вечерка
419976.0,Да нет у меня пока...
419973.0,GANJUBAS
419922.0,РХУ
419253.0,мгоу
418999.0,ПУ-11
418678.0,ИжГСХА
418577.0,Институт Оленеводства им. Бэмби
418372.0,Самарский государственный университет путей сообщения
417908.0,Новосибирская Государственная Академия Водного Транспорта
417758.0,Закончил
417672.0,Гуманитарно-педагогический колледж им. И.Я.Франка
417641.0,РИСИ
417436.0,"А  ЯкИй, Си НЕ ПОмнЮ))"
417431.0,ЯРТК
417090.0,Академия
416676.0,Выбираю
416657.0,9 класов
416001.0,КПИ
415978.0,ДТИВТ
415962.0,Рава-Русский профлицей
415553.0,ДРПК
414771.0,СФГА (ОФ)
414761.0,МЭСИ (филиал в СПб)
414755.0,СГА
414589.0,Сокольский лесопромышленный политехнический техникум
414537.0,Suffolk
414471.0,Школа местного разлива
414144.0,Гуляйпільський - Махновський
413476.0,Dr. Hoch’s Konservatorium
413173.0,Гарвард
413027.0,VIP-персон
412842.0,Gyviraet
412826.0,MFM Köln
412825.0,CBS
412599.0,ВСП НАУ НАК
411710.0,горный техникум
411391.0,WSTE Warszawa
410931.0,РГТЭУ
410894.0,@@@@@@@
410673.0,AKAD-FH
410504.0,Гусятинський коледж ТДТУ
410187.0,КГФ НПУ им.Драгоманова (бывш. ГИА)
409923.0,ПУ№3
409627.0,kfd
409539.0,HfPh
409414.0,ССХТ
408913.0,UCC
408812.0,Аркалыкский педагогический институт им. Ы. Алтынсарина
408642.0,Ягеллонский университет
408380.0,Универзитет у Крагујевцу
408199.0,ilia chavchavadze state university
408190.0,Школа №1
408108.0,Ше не знаю))
407962.0,АТЖТ
407828.0,ПИУБИП
407776.0,Atalanta
407363.0,АГТУ
407152.0,Бориславський медколедж
407063.0,Воронежская высшая школа МВД РФ
406743.0,Европейский университет (ПФ)
406653.0,Новогрудский ТЭК
406190.0,ПГУ им. Ломоносова (КФ)
406106.0,Академия Джедаев
406050.0,asdasd
405803.0,Helsingin yliopisto
405571.0,КГПИ имени Горького
405264.0,немає
404952.0,ПЛ-39
404696.0,Курганский государственный университет
404547.0,впту24
404539.0,Бурса
404186.0,А хрен его знает
403910.0,СИБиУ (представительство)
403595.0,★★dance style★★
403401.0,...
403077.0,Kiev FBI University
402604.0,ТГУ
401969.0,ЕУ
401731.0,"KPI, Kiev"
401643.0,НТИ МГУДТ
401293.0,МГУТУ (СФ)
401269.0,ИОЭ НАНУ (ІЗЕ НАНУ)
401258.0,МГУТУ (ННФ)
401256.0,ЭПИ
401247.0,МИПК РЭА им. Г. В. Плеханова
401222.0,9
401130.0,НовГУ (СФ)
401004.0,ЦАУ (филиал)
400816.0,НАОУ
400630.0,БВВАУЛ
400521.0,ДИ МАУП
400489.0,Невьянский механический техникум
400368.0,ВВИ (бывш. ВВФ при МВА им. Скрябина)
400262.0,18 лицей
399871.0,Белгородская государственная технологическая академия строительных материалов
399116.0,Краснокамский целлюлозно-бумажный техникум
399042.0,СГУ им. Чернышевского (представительство)
398458.0,Adidas
398132.0,ДТИУ
398088.0,НУКиИ
397451.0,НИКАКОЙ
396703.0,Rēzeknes 14.avs
396560.0,ДВГУПС
396480.0,гпту
396154.0,ИУП
396152.0,МГЮА (СФ)
396115.0,МСИ (УФ)
396111.0,УрГЭУ (ЧФ)
396070.0,КарГУ им. Букетова (ПФ)
396053.0,МЭСИ (СФ)
396046.0,РГУТИС (СФ)
396035.0,Mafia
395447.0,ГНУ!!1
395185.0,ЕФ МГГУ им. М. А. Шолохова 
393342.0,ИЭМиП
393285.0,МУПОЧ «Дубна» филиал «Протвино»
393195.0,ЖАГТИ
393010.0,Инмтитут кооперации
392788.0,University of Cambridge
392751.0,NAA
392618.0,7-й бурситет
392554.0,СПТУ №118
392056.0,Коломийський Політехнічний коледж
391843.0,Hua Qiao
390976.0,Queen's University
390884.0,школа
390719.0,Gold Style
390705.0,НГТУ
390581.0,ZČU
390570.0,СГА (филиал)
390226.0,IEK AKMH
390205.0,ММТТ
390199.0,МИПП (КФ)
390160.0,КГУ им. Ш.Уалиханова
389713.0,школа №2
389689.0,ЮУрГУ (ЧФ)
388991.0,туймазинский индустриальный техникум
388962.0,Modern Science & Arts University جامعة أكتوبر للعلوم الحديثة والآداب
388803.0,Национальнай институт мировых языков имени Д. Азади
388796.0,СПбГУ
388412.0,школа 3
388311.0,Бурштинський Енергетичний Технікум
388279.0,Пензенский инженерно-строительный институт
388075.0,Абитуриент 2008
387838.0,назрвский строительный техникум
387327.0,ПТУ-8
386759.0,РПЛ-8
386632.0,Budapesti Kommunikációs és Üzleti Főiskola (BKF)
386510.0,"ДВЭК ""Бакалавр"" им. В.Якуба"
386446.0,ДонГТУ
385900.0,UK
385890.0,AWG
385186.0,Middlesex University
385090.0,HU Berlin
384229.0,October 6 University جامعة ٦ أوكتوبر
384112.0,黑龙江大学 (Heilongjiang university)
383232.0,ВГтУ
382794.0,Симферопольский техникум Радиоэлектроники
382749.0,СамГАСУ
382651.0,БИП
382593.0,Профессиональный Лицей №9
382348.0,-
381644.0,Hogwarts School of Witchcraft and Wizardry
381392.0,Техникум
381173.0,ГГУСХ
381088.0,Дрогобицький нафтовий технікум
380756.0,МСИ (БФ)
380672.0,ДФ АГТУ
380657.0,FUCK OFF this University
380393.0,ИвПЭК
380304.0,football academy of Sporting
380218.0,ne skazshy
379196.0,Засранный
379067.0,Uni Mannheim
379003.0,ВПТУзт
378592.0,гпту
378555.0,КУ
378166.0,LMU
377965.0,Madras University 
377937.0,БГИЭК
377793.0,))
377607.0,БФСГСЭУ
377241.0,ПУ3
377119.0,ВПУ-28
376843.0,Sibelius-Akatemia
376708.0,Oxford No53
376446.0,кооперативный техникум
376352.0,City University London
375842.0,Академия ниндзя
375725.0,ГПТУ-16
375670.0,РосНОУ
375396.0,جامعة أم القرى
375122.0,СПТУ№33
375030.0,Budapesti Műszaki és Gazdaságtudományi Egyetem (BME)
374971.0,Шуйский государственный педагогический институт им.Фурманова
374097.0,КГМУ
374087.0,КБНКСТ
374030.0,БГУ
373926.0,Барановичский технологический колледж
373769.0,"ЭУВК ""Гармония"""
373631.0,Texni4eskii texnikum
373511.0,Амирдовлат Амасиаци
373501.0,ОмГПУ
373407.0,ВСП НАУ Заліщицький аграрний коледж ім. Є.Храпливого
373156.0,литературный институт им. А.М.Горького
372549.0,ИПД МФПА
371982.0,FWS
371845.0,AP Częstochowa
371827.0,1
371091.0,лицей №24
370971.0,ПТУ'шница я
370513.0,ЮСГПУ
370453.0,City Shcool
370113.0,ввату
370059.0,ТГИФК
369861.0,ВА ВКО им. Жукова Г.К.
369859.0,Thrash Metal University
369816.0,КГМИ
369664.0,Высший Колледж Им.Джамшута
369270.0,ТОККиИ
368617.0,ТГИТС
368284.0,London School of Business & Finance (LSBF)
368154.0,Полтавский кооперативный техникум
368056.0,СЗТУ
367693.0,Университет управления
367548.0,ТашГАУ (филиал)
367547.0,ТУИТ (филиал)
367378.0,Akademy of Arts
367324.0,nety
367203.0,Высшая Школа Чести и Права
366931.0,ЕГК им. Комитаса (ГФ)
366635.0,Uni Leipzig
365975.0,Петрозаводское речное училище
365579.0,VVAM (VMA)
365533.0,TU Dortmund
364705.0,ТА Грузии
364538.0,ffffffffff
364404.0,РГОТУПС
364372.0,Витебский Государственный Технологический Колледж
364358.0,.•°*”˜В ож°•иДАнии рА•я и вол°•шепсТфа.•°*”˜˜”*°•.
364266.0,ПТУ-20
363914.0,Боцмана
363832.0,кгуфкст
363656.0,РГУ
363199.0,西安博爱国际学校
362958.0,Branch of Moscow State Academy of WT in Rostov-on-Don
362268.0,СПбГЭТУ (ЛЭТИ) (ЮФ)
362226.0,Профессионалный лицей 42
362047.0,Прикарпатський національний університет
361961.0,ATİ (АТИ)
361906.0,ИТМСХ
361464.0,"гимназия №1 ""Созвездие"""
361032.0,American college of Dubai
361020.0,LCC IU
360996.0,ЗТЭТ
360712.0,а хто ево знает
360661.0,London Academy of Business and Technology
360608.0,Vojna akademija
360557.0,шк.12
360518.0,Глуховский техникум им.С.А.Ковпака
360338.0,ВПУ-19
360313.0,пту-24
360179.0,Автошкола
359989.0,"""StAR`s"
359813.0,пукис
359659.0,БТТ
359249.0,Звенигородска школа мастеров сыроделов
359150.0,Kingston University
358809.0,Centro de Estudios Universitarios
358646.0,"Академия ""Кащенко"""
358244.0,нет
358228.0,АГУ
358226.0,ХНЭУ
358091.0,ПУ-33
358025.0,International Holland College
357963.0,.•°*”˜˜”*°•OXFORD.•°*”˜˜”*°•
357561.0,VŠH
357246.0,Одесский техникум ж/д транспорта
356829.0,..................................
356755.0,tbilisi
356741.0,Вишнянський коледж ЛНАУ
356591.0,Горловское профессианально- кулинарное училище
356563.0,ивановский автотранспортный колледж
356128.0,ИЭМ
355496.0,Politechnika Poznanska
355490.0,Academy of Hockey
355372.0,"АСО (КСЮИ, филиал)"
355361.0,Королевство кревых зеркал
355311.0,University of the Arts London
355121.0,Brookdale Community College
354954.0,Амвросиевский индустриальный техникум
354897.0,University of White Magic
354694.0,ИИТЭМ (ВФ)
354431.0,дваиу
353841.0,BGU
353469.0,А нет такого вуза куда бы меня приняли))
353457.0,АГАФС
353448.0,ADMİU (АГУКИ)
352923.0,ankara universitesi
352700.0,школа 7
352640.0,Адлерский Лицей
351801.0,РВВАИУ им. Я. Алксниса
351790.0,УГТУ-УПИ (представительство)
351771.0,автошкола РОСТО
351417.0,АзТУ
351174.0,ЮИМВД
351132.0,СВВКИУРВ
350982.0,Goethe Universitat Dresden
350856.0,ГАФКиС
350532.0,ИГМА
349809.0,КГЭК
349773.0,n/A
349127.0,№ 56
348994.0,"ТГХА (TSSA, TSAA)"
348860.0,Чернятинский аграрный техникум
348699.0,ЮРИДИЧЕСКИЙ
348639.0,Первое Буйнакское педагогическое училище
348554.0,HAW
347952.0,ВОУК
347348.0,Новобугский аграрный коледж
346238.0,Пятигорское медицинское училище
346171.0,НЮАУ ім.Ярослава Мудрого
345720.0,НГУЭиУ
345623.0,South Park Univercity
345367.0,СЮИА
345298.0,NYU College of Dentistry
345039.0,ВЗФЭИ (БФ)
344649.0,АМУ
344527.0,СГУ
344367.0,ХИФ УГУФМТ
344269.0,пту№1
344113.0,Пед
343837.0,МЭСИ (СФ)
343831.0,ИТТИ
343786.0,СГА (КФ)
343593.0,МВШПП (SPPA)
342789.0,ФАК
342625.0,Бродівський педагогічний коледж ім.  Маркіяна Шашкевича
342532.0,нет
342207.0,Академия реперков
342094.0,ВЗФЭИ
342077.0,Universite Laval
341934.0,СГИТ
341531.0,пту-№8
341437.0,школа
341050.0,"РТУ (RTU, филиал)"
340985.0,Амстердамский Государственный Университет Сутенёрства и Наркоторговли им.Джорджио Армани(АГУСиН им.Д.Армани) '12
340810.0,СФГА(бывш.СГИ)(МФ)
340757.0,МИЭП (ВФ)
340698.0,КазУЭФМТ (бывш. филиал КазЭУ им. Т. Рыскулова)
340638.0,ИМЭО
340407.0,Белоцерковский аграрный институт
339910.0,CУМДЕУ
339594.0,Черниговский юридический колледж
339360.0,КМУ (KMU)
339192.0,外事学院
339164.0,Торжковское педагогическое училище
338708.0,"РМВШЭУ (RSEBAA, RICEBA)"
338664.0,Капланбекский гуманитарно-агроэкономический колледж
338561.0,ККЕПК
338329.0,жёсткого хардкора!!!!
338090.0,Львівська Політехніка
337909.0,не учусь
337814.0,ЛНГПУ им.Т.Шевченко
337752.0,New York Institute of Finance
337397.0,МРМК №6
337156.0,БУПК (КФ)
336720.0,Светловодский техникум радиозлектронного приборостроения
336659.0,UMCS Lublin
336142.0,КГУКИ
335930.0,пту 34
335736.0,WSEI Lublin
335674.0,ГГИ им. Аристотеля
335662.0,Liverpool College of Management Sciences
335303.0,Ынституть ымыни Паламарчука
335163.0,Камышинское высшее военное строительное командное училище
335046.0,ХПИ
335045.0,СУ Климент Охридски
334990.0,"РТУ (RTU, филиал)"
334744.0,театральный
334587.0,БГСХА
334425.0,Национальный транспортный укиверситет
334276.0,НГАВТ (представительство)
334132.0,МУК (ОФ)
333686.0,Борисоглебское ВВАУЛ
333605.0,Fashion Institute of Technology (SUNY)
332816.0,НКПТ
332528.0,Молодечненское муз.училище
332330.0,Рижский университет им. Страдиня
331880.0,ТУТ (филиал)
331740.0,--------------------
331695.0,КЮТ
331461.0,ПФ НГТУ
331383.0,Филиал Херсонского индустриального института
331087.0,МГЭИ (ТФ)
330951.0,ИНУПБ (КФ)
330930.0,АУК (АКУ)
330595.0,Путивльский Коледж СНАУ
330173.0,ЛДС СД
330100.0,ПЛ №48
330024.0,другой
329599.0,HTL-Salzburg
328793.0,Prague College
328755.0,Бердянский государственный педагогический институт
328361.0,Государственный Университет Злодеев
328360.0,ПИГС
328249.0,МГУПИ (ДФ)
327806.0,Politechnika Warszawska
327756.0,Моршанский библиотечный техникум
327722.0,ОмГКПТ
327558.0,Тгата
327439.0,УИ ГПС МЧС РОССИИ
327274.0,VOŠH
327209.0,ташиит
327186.0,Немішаївський Державний аграрний коледж
327138.0,ГПТУ-29
327084.0,Школа
325985.0,ПТУ-43
325697.0,-
325519.0,ТГПИ им. Д.И.Менделеева
325462.0,СИ им. В.Д. Чурсина (КФ)
325461.0,РИУ
325387.0,Iran
325100.0,EBBAУЛ
325058.0,хпи
324855.0,Работаю
324387.0,London Music colledge
324021.0,ТашИИТ
323915.0,ВПУ (VPU)
323761.0,Туркменский сельскохозяйственный институт
323700.0,ГАСУА (ДАСОА)
323021.0,ПУ-55
322683.0,СФУ (ДФ)
322478.0,кит
322209.0,Уже не учусь нигде нах
321984.0,ТашГАУ
321979.0,ВХА (VDA)
321801.0,ВПТУ-35
321778.0,HFinHmbG
321483.0,Stranforg
321329.0,КНЛУ
320742.0,Харьковский национальный экономический университет
320692.0,МИ УАНМ
320662.0,школа №14
320051.0,Церковно приходская школа
319807.0,Б-Днестровское ЦСУ
319632.0,ХМУ
319468.0,Морской коледж
318346.0,ХИНЭМ
318232.0,ЗПИЭУ
318214.0,"ВСП ""Ногайський коледж ТАДТУ"""
318122.0,ОИИМФ
317748.0,РГСУ
317359.0,Uniwersytet Łódzki (UŁ)
316796.0,ADNA
316751.0,ПТУ №1 г.Нововолынск
316645.0,"ГУУ,Москва"
316644.0,.....
316366.0,Богуславский гуманитарный колледж им. И. С. Нечуя-Левицкого
316275.0,у трактористов обучаюсь
316257.0,ЛХА (LELKA)
316253.0,VŠCHT
315984.0,KHSB
315843.0,МВПУзт-№17
315816.0,ВмедА
315571.0,Hogwarts School (Academy) of Witchcraft and Wizardry
315488.0,Свинокомплекс под Хряковцем
315327.0,ИХО РАО
315323.0,ВНИИВСГЭ
315310.0,ХВВАУЛ
315303.0,ИПК МППУ
315289.0,Харьковский Строительный институт
315154.0,Буду поступать
314981.0,Hacienda
314789.0,ТПИ
314729.0,фвфв
314077.0,Петрозаводский строителльный техникум
313811.0,АГУ
313806.0,Гипократ
313687.0,Underground
313562.0,петразоводский лесотехнический техникум
313527.0,Imperial College London
313394.0,КазАТК
313348.0,С.В.М.М.(сатанинский вуз маниаков металистов)
313229.0,УзГУМЯ
313142.0,пу 16
312799.0,ПТШ-10
312656.0,СибГМУ
312281.0,ТФВУРХБЗ
312256.0,"ВВМУ ""Н.Й. Вапцаров"""
312089.0,УГТУ- УПИ
311980.0,Академия заселения других стран(АЗДС)
311897.0,Экономическая Академия им.Г.В. Плеханова
311873.0,МЭСИ (ННФ)
311836.0,"РАПУО (RPIVA, филиал)"
311507.0,ČVUT
310820.0,ТВШНТиХ
310414.0,ВГЛТА
310230.0,БухТИПиЛП
309701.0,Новочеркасское медицинское училище
309483.0,****
309391.0,Høgskolen i Buskerud
309222.0,Красноградский техникум механизации и электрификации сельского хозяйства
309097.0,Академия имени Патрисулумумба
308206.0,ЯТЖТ
308177.0,какой нахрен вуз
307890.0,ЛКА
307794.0,OEAEP (ОЕАЭП)
307715.0,Прикарпатский университет им.В.Стефаника Ивано-Франковск
307637.0,"Междунароный унивеситет природы, общества и человека ""Дубна"""
307373.0,National Institute of Information Technology
306977.0,Rimpak Livonija (BIRL)
306414.0,МЭСИ (ПФ)
306173.0,Черкасский государственный бизнесс-колледж
305973.0,КНТЕУ
305603.0,Клужский фармацевтический колледж
305558.0,КГНУ (ОФ)
305543.0,НГУ
305232.0,пту-111
304464.0,академия развития левитации имени академика Ктулху
304204.0,ФГУ
304196.0,СКСЭиП
304154.0,"харьков,национальный технический университет ""Харьковский политехнический институт"""
304140.0,ТИИМ (бывш. ТИИИМСХ)
303695.0,dizayner
303623.0,"Медичний Коледж ""МОНАДА"""
303583.0,техникум
303565.0,มหาวิทยาลัยธรรมศาสตร์ (Thammasat University)
303420.0,ВВКУРЭ ПВО
303385.0,-
303316.0,Бурса
302952.0,FH Hannover
302830.0,Kauno technologijos universitetas
302743.0,"РТУ (RTU, филиал)"
302732.0,Заліщицький коледж НАУ ім.Є.Храпливого
302558.0,American University of Business Administration
302031.0,им.Ребикова
301969.0,РВВАИУ им. Я. Алкснинса
301822.0,George Washington University
300853.0,Приморский сельско-хозяйственный институт
300725.0,Калужский базовый медицинский колледж
300408.0,УИПА
300329.0,ММА
300307.0,Школа №5
299876.0,ЮУрГУ (КФ)
299835.0,WWU Münster
299799.0,нет
299719.0,АТиСО
299617.0,G. G. Bharti University
299588.0,ЧТСиГХ
299318.0,Al-Fatah University
299276.0,ГКУ
298816.0,НЭТИ
298766.0,Alma Mater им. Г. Робакидзе (GRU)
298691.0,Kingsborow college
298486.0,КГУ им Н.А. Некрасова
298431.0,Котовское медицинское училище
298234.0,МГГУ им. Шолохова (РФ)
298186.0,КВММ Мухаммадия
297574.0,ВУЭМ (ЕФ)
297456.0,Тверской сельско-хозяйственный институт
297209.0,Кудымкарское педагогическое училище
297150.0,Курский государственный педагогический университет
297045.0,ИУ-Варна
297034.0,НКЦ Тернопольского екон.ин
296727.0,бла бла
296693.0,Механический техникум
296552.0,Докучаевский торговый техникум
296104.0,БГУ
295853.0,武汉大学 (Wuhan University)
294951.0,БСУ
294705.0,РТУ (RTU)
294695.0,TUHH
294225.0,СамГТУ
294039.0,ВУ МО РФ
293802.0,Moscow State textile university A.N Kosigin
293640.0,"Hochschule für Film und Fernsehen ""Konrad Wolf"""
293162.0,глуховское медучилище
293123.0,дома
293066.0,Университет дворовых посиделок
292753.0,Псковский сельско-хозяйственный техникум
292627.0,ННГУ
292505.0,Akademiet For Personlig Trening
292496.0,КГУ (ЗФ)
292432.0,ТПЛ
292210.0,КУТЭП (ЛФ)
292189.0,"ОМУРЧ (ВМУРОЛ) ""Украина"" (ХФ)"
292141.0,КИБиТ (ЛФ)
292133.0,Сахалинский Государственный Университет
292115.0,ГПТУ-20
292098.0,НДС
292067.0,ДНУЭТ (ЛФ)
292001.0,KTU
291653.0,УдГу (филиал)
291360.0,ФИРО
291342.0,ЗКГА
291287.0,ИПУ
291238.0,Таращанський агротехнічний коледж
291225.0,ЛВПШ (до 1990 г.)
291202.0,ТУСУР (СФ)
291126.0,ГАСУиА (ДАСОА) (ЖФ)
290895.0,КНПУ им.Драгоманова
290832.0,Медицинское училище
290802.0,ЧГПУ
290779.0,The University of Pharaons
290736.0,Александрийский индустриальный техникум
290616.0,///*не помню***//-+))
290355.0,БФКВВАУЛ
290150.0,Чорторія
289813.0,КМУАТ
289806.0,ХЭПУ
289794.0,МИЭЭ
289782.0,ИГА (ЯФ)
289722.0,ИГТА (ННФ)
289680.0,УрГЮА (филиал)
289670.0,СамГУПС (УФ)
289585.0,МПСИ (ПФ)
289287.0,Финансовый колледж
288902.0,ЛУ (LU)
288521.0,Berlin institute of SS)))
288322.0,педагогическое училище №7 г.москвы
288152.0,ЛАУ
287998.0,ДГАТ
287971.0,Батумская Госсударственная Морская Академия
287652.0,Дубенський професійний ліцей
287347.0,СПК ЛНПУ им.Т.Г.Шевченко
287276.0,ЖдМИ
286722.0,"...а эть типо что так интересно????,ню вобщето ,ВУЗ -бездельничества!"
286715.0,Г П Л
286645.0,College of North West London (CNWL)
286422.0,ГОУ ПУ-37
286059.0,Верховский с/г техникум
285578.0,КВИРТУ ПВО
285545.0,Manouba
285231.0,首都师范大学
285201.0,АУПКР
284337.0,ГВИ ФПС РФ (бывш. ВПВПООРКУ)
284101.0,тобольский государственный педагогический институт им.Д.И.Менделеева
283439.0,Музыкальное училище
283412.0,Лимендское речное училище
283259.0,Edison College
283027.0,Горийское Духовное Училище
282833.0,МИПП
282808.0,ЯГМА
282549.0,коммунарский индустриальный техникум
282536.0,Guangdong University of Foreign Studies
282379.0,БГТУ Военмех им. Устинова (БФ)
282298.0,ТАСИ
281888.0,MŽLU
281793.0,Киевский Международный университет рыночных отношений и предпренимательства
281643.0,мткп
280863.0,МГУТУ (МФ)
280717.0,ТФ ОмГПУ
280685.0,Хаястан
280443.0,Московский институт
280122.0,Кременецький лісотехнічний технікум
280069.0,МЮИ 
279832.0,РГСУ
279720.0,University of London
279716.0,ЛТТ
279155.0,Tarawa Technical Institute
278996.0,КНУКІМ
278793.0,AZineftexim
278731.0,"Детский сад № 13  ""Травка"""
278669.0,РГТЭУ
278530.0,КМУГА
278419.0,ДВГТУ им. В.И. Куйбышева
278329.0,СпбГУКиТ
277939.0,TRU
277583.0,"ИТС (TSI, бывш. РИИГА, РАУ)"
277351.0,ВолГМУ
277333.0,ЛГУ
277003.0,Чирчик РУОР
276713.0,Красноярский строительный техникум
276689.0,tsu
276667.0,Université Marien Ngouabi (UMNG)
276576.0,ПУ №6
276115.0,-
276070.0,GDU (ГГУ)
275934.0,ПЮИ МВД Украины
275889.0,ВГУ им. Машерова
275621.0,ТГМУ (TSSU)
275582.0,КТЖТ
274968.0,I.E.S. Alonso De Avellaneda
274924.0,Институт Дикого Мочилова
274583.0,IBS at VU (VU TVM)
274543.0,espoon ammattiopisto/omnia
274505.0,Университет налетчиков
274399.0,ГТИ
274222.0,Хм... надо подумать!!!
274134.0,ГХПТУ-234
273974.0,Uni Göttingen
273466.0,СГА (СФ)
273253.0,ИрГТУ (представительство)
273134.0,Теплица
273077.0,АмИЖТ (филиал ДВГУПС)
272550.0,СГА (представительство)
272191.0,АТСУ
272119.0,Национальный Университет внутренних дел
272045.0,БИМА
271772.0,БГУ
271678.0,TSU
271556.0,ТФИ
271459.0,МЭСИ (СФ)
271114.0,УДН им. Батырова
271104.0,Сосницкий сельскохозяйственный техникум бухгалтерского учета
270943.0,КІСІТ КНЕУ
270817.0,WSHiG Poznań
270757.0,ТЮИ
270717.0,Коломенский аграрный колледж
270664.0,UWM Olsztyn
270625.0,Высший кирпичноукладочный институт
270517.0,Опочецкое педагогическое училище
270489.0,РВВПКУ
270225.0,пл-20
270039.0,ЛТЖТ
269896.0,ВУ (VU)
269794.0,TFH
269626.0,ПУ-25
269418.0,Торезский горный техникум им. А.Ф. Засядько
268944.0,каразина
268674.0,Балтийская международная академия
268333.0,ЕХ-ТТ
268121.0,агролицей№25
267998.0,ПТУ 19
267987.0,уманский техникум механизации с/х
267858.0,Глуховский государственный педагогический университет
267671.0,Kymenlaakson ammattikorkeakoulu
266445.0,Варшавский Унимерситет
266434.0,Александрийский Лицей №13
266282.0,Невьянский механический колледж
266202.0,МЭИ
266112.0,ВСГАКиИ
266006.0,Усольский химико-технологический техникум
266001.0,Петровск-Забайкальское Педагогическое училище
265996.0,ДВГАЭУ
265962.0,York University
265892.0,СПБГУ
265706.0,АНО
265692.0,ГАУ (GAU)
265605.0,Кандагарская академия контрабанды
265364.0,Саратовский Государственный университет им. Н.Г.Чернышевского
265333.0,Институт бизнеса информационных технологий и финансов
265132.0,ош № 3
264924.0,PWr Wrocław
264805.0,Рославльский техникум железнодорожного транспорта
264366.0,Technische Universität Berlin
264254.0,EGPA
264048.0,Europa-Universität Viadrina
263842.0,не училась в ВУЗЕ
263709.0,Прилуцький гуманітарно-педагогічний коледж
263192.0,РГУНГ им. Губкина (ТФ)
262922.0,ИМЭО
262898.0,Гпту-23
262729.0,ТУИТ (филиал)
262707.0,Строительный колледж
262658.0,FIT
262351.0,Зеленодольский механический колледж
262231.0,БФ СГТУ
261574.0,БГУ
261496.0,школа №3
261039.0,London Academy of Music and Dramatic Art
261035.0,WSEI Kraków
260982.0,ТарГУ им. М.Х.Дулати (ИДО)
260719.0,АГМК
260528.0,НГТУ (представительство)
260357.0,РГАЗУ (пред-во)
260325.0,東京学芸大学 (Tokyo Gakugei University)
259805.0,ЛАМТ (LMTA)
259782.0,ГГау
259584.0,МАДИ(ГТУ)
259549.0,Йошкаролинский Кооперативный техникум
259536.0,"БМА (BSA, бывш. БРИ)"
259506.0,Покровское педучилище
259325.0,FH-Stuttgart
259188.0,VSDK
259070.0,АлтГТУ
258626.0,МИТХТ им. М.В.Ломоносова
